адрес	название	категория	улица	номер дома	широта	долгота	wmid	wikimapia	ссылки	автор	описание
Гоголевский_40		индивидуальный жилой дом,строение 19го века	Гоголевский пер.	40	47.209999	38.913871	23916152	http://wikimapia.org/23916152/ru/%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-40		klunny	Дом на три окна с левой парадной.
Итальянский_4		многоквартирный жилой дом,не отображать название,строение 19го века	Итальянский пер.	4	47.213811	38.932726	39156241	http://wikimapia.org/39156241/ru/%D0%98%D1%82%D0%B0%D0%BB%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-4		klunny	дореволюционный дом с интересными лождиями по центру перестроен в современности
Инструментальная_41	Дом рабочих Артиллерийского завода	многоквартирный жилой дом,памятник архитектуры (истории),строение 1910 года	Инструментальная ул.	41	47.198768	38.883431	21795110	http://wikimapia.org/21795110/ru/%D0%94%D0%BE%D0%BC-%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D1%85-%D0%90%D1%80%D1%82%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0		klunny	для холостых служащих. Архитектор А. И. Дмитриев. Два других его дома -- ул. Инструментальная, 23/1 и 43) Жилой дом в Таганроге, Ростовской области, по адресу ул. Инструментальная, д. 41 построен в 1910 году, 3-этажный имеет общую площадь всех помещений 2488.20 квадратных метров.
Гоголевский_63		индивидуальный жилой дом,строение 19го века	Гоголевский пер.	63	47.208447	38.913646	39361523	http://wikimapia.org/39361523/ru/%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-63		klunny	На три окна с заложенной правой парадной.
Лермонтовский_8а		коммерческое здание,строение 19го века	Лермонтовский пер.	8а	47.213714	38.930644	38202509	http://wikimapia.org/38202509/ru/%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-8%D0%B0		klunny	Относилось к дому Лицина, изначально - в один этаж без излишеств. На части здания надстроен второй этаж, добавлен декор.
1_Надгорная_18		индивидуальный жилой дом,строение 19го века	1-я Надгорная ул.	18	47.199708	38.937217	38281470	http://wikimapia.org/38281470/ru/1-%D1%8F-%D0%9D%D0%B0%D0%B4%D0%B3%D0%BE%D1%80%D0%BD%D0%B0%D1%8F-%D1%83%D0%BB-18		klunny	Дореволюционное здание с левой парадной на три окна. Здание обложено кирпичом, парадная заложена.
Чехова_125	«Дом Крикловенского» — памятник архитектуры	индивидуальный жилой дом,памятник архитектуры (истории),объект культурного наследия регионального значения	ул. Чехова	125	47.210091	38.918953	38173991	http://wikimapia.org/38173991/ru/%C2%AB%D0%94%D0%BE%D0%BC-%D0%9A%D1%80%D0%B8%D0%BA%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%C2%BB-%E2%80%94-%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA-%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D1%8B	https://architectstyle.livejournal.com/598934.html	klunny	Купивший купеческое звание мещанин Василий Николаевич Крикловенский владел домом с 1860-х годов. Был женат дважды. От первой супруги Зинаиды Антоновны 31 августа 1872 года родился сын Косма (так записано в метрической церковной книге), проживший недолго, умер 21 июня 1873 года. От второй супруги Марии Корниелевны имел сына Григория, родившегося 30 января 1885 года. В начале XX века дом, который стоил 12 тысяч рублей, купил у него есаул Владимир Васильевич Князев. Много фото и статья: 
Инструментальная_43	Таганрогский механический колледж — учебный корпус № 2 (отделение СПО)	среднее профессиональное образование,памятник архитектуры (истории),строение 1916 года,учебный корпус	Инструментальная ул.	43	47.198297	38.882557	13885330	http://wikimapia.org/13885330/ru/%D0%A2%D0%B0%D0%B3%D0%B0%D0%BD%D1%80%D0%BE%D0%B3%D1%81%D0%BA%D0%B8%D0%B9-%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%B4%D0%B6-%E2%80%94-%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BE%D1%80%D0%BF%D1%83%D1%81%C2%A0%E2%84%96%C2%A02-%D0%BE%D1%82%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%C2%A0%D0%A1%D0%9F%D0%9E	http://tmexk.ru/	klunny	Государственное образовательное учреждение среднего профессионального образования Ростовской области. Рядом с Артиллерийским заводом по проектам Дмитриева были выстроены три однотипных жилых здания, предназначавшихся для рабочих и служащих предприятия (ул. Инструментальная, 23/1, 41 и 43). Дом перестроен после войны. Тел. +7 (8634) 64‑75-59; +7 (8634) 36‑86-68 
Смирновский_29		индивидуальный жилой дом,ворота,модерн,многоквартирный жилой дом,памятник архитектуры (истории),строение 19го века	Смирновский пер.	29	47.215741	38.913236	38936566	http://wikimapia.org/38936566/ru/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-29		klunny	Жилой дом в Таганроге, Ростовской области, по адресу пер. Смирновский, д. 29 принят как жилой в 1959 году, 1-этажный имеет общую площадь всех помещений 1168.44 квадратных метров. Дореволюционной постройки. Сохранились кованные ворота со столбами. На пять окон с правой парадной. Сохранились итальянские ставни (частично). В 2013 году были еще все ставни, и не были так разрушены ворота.
Карла_Либкнехта_132	ЖАКТ 'Ляхов Дворец'	достопримечательность,многоквартирный жилой дом,не отображать название	ул. Карла Либкнехта	132	47.207478	38.916313	39361450	http://wikimapia.org/39361450/ru/%D0%96%D0%90%D0%9A%D0%A2-%D0%9B%D1%8F%D1%85%D0%BE%D0%B2-%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86		klunny	ЖАКТ В своих «Записках случайного туриста» Александр Павлович Чехов так описывает дом, который помещался на одном из «срезанных» углов площади, на которой первоначально планировалось строительство Митрофаниевской церкви. Он писал: «Это был так называемый «Ляхов дворец», удивительное по своей бедной и отчасти уродливой архитектуре здание. Это был крытый черепицей дом, в котором не было двух одинаковых по величине окошек.... Ворота с двухскатным деревянным навесом на двух столбах были до того ветхи, что грозили каждую минуту рухнуть...это был действительно дворец, но дворец самой отчаянной бедности. Судя по названию, строил его в незапамятные времена, должно быть какой-нибудь лях». Далее идет описание конурок, расположенных в этом доме, в которых жили обитатели и описание их самих. Александр Павлович ошибался, когда называл строителя этого дома каким-нибудь ляхом, хотя и был недалек от истины. «Дворец» строил не поляк-лях с малой буквы, а с большой буквы Семен Лях, которому и принадлежал «дворец» (Комсомольский, 29). Семен Лях относился к мещанскому сословию, был человек бедный, но большой ревнитель и искренний служитель делу религии. Являлся членом попечительского совета, когда в 1833 году решался вопрос возведения Митрофаниевской церкви на площади.
Социалистическая_14		магазин,достопримечательность,строение 19го века	Социалистическая ул.	14	47.223176	38.92379	38196051	http://wikimapia.org/38196051/ru/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%83%D0%BB-14		klunny	
Комсомольский_5	Дом купца Гнутова	индивидуальный жилой дом,памятник архитектуры (истории)	Комсомольский пер.	5	47.213379	38.920486	38418497	http://wikimapia.org/38418497/ru/%D0%94%D0%BE%D0%BC-%D0%BA%D1%83%D0%BF%D1%86%D0%B0-%D0%93%D0%BD%D1%83%D1%82%D0%BE%D0%B2%D0%B0		klunny	Дом купца Гнутова в Кампенгаузеновском переулке. Комсомольский пер., 5. Проект 1827 г. Сохранился с значительными утратами.
Шмидта_17	Дом Папкова	многоквартирный жилой дом,памятник архитектуры (истории),объект культурного наследия регионального значения,строение 1810-х годов	ул. Шмидта	17	47.210293	38.942437	26429667	http://wikimapia.org/26429667/ru/%D0%94%D0%BE%D0%BC-%D0%9F%D0%B0%D0%BF%D0%BA%D0%BE%D0%B2%D0%B0		klunny	Хозяин особняка – третий таганрогский градоначальник генерал-майор Пётр Афанасьевич Папков (1772-1853)
Александровская_82		многоквартирный жилой дом,памятник архитектуры (истории),строение 1870 года	Александровская ул.	82	47.213869	38.922802	38197250	http://wikimapia.org/38197250/ru/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F-%D1%83%D0%BB-82		klunny	
Греческая_76	Гостиница «Варваци»	гостиница,ресторан,конференц-зал,строение 19го века	Греческая ул.	76	47.214432	38.934535	25431558	http://wikimapia.org/25431558/ru/%D0%93%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D1%86%D0%B0-%C2%AB%D0%92%D0%B0%D1%80%D0%B2%D0%B0%D1%86%D0%B8%C2%BB	https://sites.google.com/site/istoriceskijtaganrog/greceskaa-ulica-1/dom-76,http://www.varvaci.ru	klunny	Гостиница позиционирует себя, как бутик-отель. 11 номеров. Ресторан. 
Украинский_79		индивидуальный жилой дом,не отображать название,строение 19го века	Украинский пер.	79	47.201125	38.932325	38281439	http://wikimapia.org/38281439/ru/%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-79		klunny	Дом на четыре окна с левой парадной. Левее пристроена двухэтажная башенка.
Чехова_42	Дом мещанина Сафронова	индивидуальный жилой дом,ворота,модерн,памятник архитектуры (истории),строение 19го века	ул. Чехова	42	47.206385	38.935739	38418220	http://wikimapia.org/38418220/ru/%D0%94%D0%BE%D0%BC-%D0%BC%D0%B5%D1%89%D0%B0%D0%BD%D0%B8%D0%BD%D0%B0-%D0%A1%D0%B0%D1%84%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0		klunny	Дом на три окна с заложенной парадной. Имеются кованные ворота в стиле модерн. Здание строили таганрогскому мещанину Владимиру Сафронову. В 1915 году он продал его супружеской паре — Сергею Егоровичу и Марии Максимовне Шинкаревым. Дом оценивался в 3800 рублей.
Комсомольский_2	Дом Вышневецкого	индивидуальный жилой дом,строение 19го века	Комсомольский пер.	2	47.21365	38.91959	33095959	http://wikimapia.org/33095959/ru/%D0%94%D0%BE%D0%BC-%D0%92%D1%8B%D1%88%D0%BD%D0%B5%D0%B2%D0%B5%D1%86%D0%BA%D0%BE%D0%B3%D0%BE		klunny	Первым хозяином этого дома стал купец, Абрам Вышневецкий. В 1880-х годах дом у него купил статский советник Дмитрий Петрович Война. В 1894 году домовладение было продано жене полковника Наталье Хрисанфовне Китайской, владевшая им до 1918 года. Оценивалось в 18 тысяч рублей. Дом в плохом состоянии.
Греческая_103	Дом Кумбарули	ворота,типография,памятник архитектуры (истории),строение 1890 года	Греческая ул.	103	47.215927	38.92992	38196153	http://wikimapia.org/38196153/ru/%D0%94%D0%BE%D0%BC-%D0%9A%D1%83%D0%BC%D0%B1%D0%B0%D1%80%D1%83%D0%BB%D0%B8		klunny	Эклектичный фасад этого солидного по масштабам углового здания оставляет ничем не объяснимое ощущение авангардных идей модерна, появившегося в отечественном зодчестве спустя 10-15 лет. Это ощущение порождают открытость здания «всем ветрам», сравнительно большие оконные проемы и соответственно - площади остекления. И все-таки это пока еще эклектика: рустованные пилястры, замковые камни на наличниках окон, декоративный сандрик над главной входной дверью - от классицизма; оштукатуренный фасад из серо-желтого кирпича - дань увлечениям второй половины XIX века.
Греческая_16		индивидуальный жилой дом,строение 19го века	Греческая ул.	16	47.206302	38.944617	35710343	http://wikimapia.org/35710343/ru/%D0%93%D1%80%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%83%D0%BB-16		klunny	
Лермонтовский_28	Дом Скагторга	многоквартирный жилой дом,памятник архитектуры (истории)	Лермонтовский пер.	28	47.210941	38.925785	38212422	http://wikimapia.org/38212422/ru/%D0%94%D0%BE%D0%BC-%D0%A1%D0%BA%D0%B0%D0%B3%D1%82%D0%BE%D1%80%D0%B3%D0%B0		klunny	
Розы_Люксембург_111	Торговый ряд и особняк	магазин,индивидуальный жилой дом,ворота,строение 19го века	ул. Розы Люксембург	111	47.209086	38.917499	33090107	http://wikimapia.org/33090107/ru/%D0%A2%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D1%8B%D0%B9-%D1%80%D1%8F%D0%B4-%D0%B8-%D0%BE%D1%81%D0%BE%D0%B1%D0%BD%D1%8F%D0%BA		klunny	Сохранились кованные ворота.
Греческая_86	Дом таганрогского казначейства	индивидуальный жилой дом,строение 1830-х годов,строение 19го века,объект культурного наследия регионального значения	Греческая ул.	86	47.215141	38.932572	26486934	http://wikimapia.org/26486934/ru/%D0%94%D0%BE%D0%BC-%D1%82%D0%B0%D0%B3%D0%B0%D0%BD%D1%80%D0%BE%D0%B3%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BA%D0%B0%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B0		tolikst	Дом таганрогского казначейства — двухэтажное здание в городе Таганроге Ростовской области. Объект культурного наследия регионального значения. Решение № 301 от 18.11.92 г. Двухэтажный дом выстроен в 1830-е в стиле неоклассицизма. Фасад второго этажа декорирован пилястрами, окна имеют подоконные карнизы. Первый этаж от второго отделен межэтажным карнизом. Углы здания и межколонные пространства нижнего этажа по фасаду обработаны рустами. В поддерживающей части карниза имеются элементы римско-дорического ордера, фигурные зубцы-«сухарики». На первом этаже семь прямоугольных окон, слева парное полуциркулярное окно, справа вход - деревянный тамбур на трех ступенях, над ними навес, поддерживаемый двумя столбами. Здание является памятником истории и культуры. В настоящее время боковая стена двухэтажного дома лишена украшений. Окна перестроены: из парного полуциркульного сделано одинарное, прямоугольные окна уменьшены по высоте. Снята металлическая решетка парапета, укрепленная между частями парапета, на парапете в центре ранее был установлен герб. Во дворе сохранился большой кирпичный амбар, построенный в первой четверти XIX века. Домовладение принадлежало: в 1873-1875 - А. Реми; в 1880 - Д. Кондоянаки; в 1890 - Я. Полякову, в 1898-1915 - Таганрогскому окружному казначейству. Первое время своего существования, в 1871, здесь располагался Азово-Донской Коммерческий банк. Первое уездное казначейство в Таганроге в этом доме было открыто 20.07.1884. В городе существовало «Расходное казначейство» для сбора налогов и выплаты жалованья чиновникам, служащим государственных учреждений и воинских частей. Открытое в 1860 отделение Екатеринославского губернского казначейства в 1887, после присоединения города к Области Войска Донского, переименовано в Таганрогское окружное казначейство. В 1910-е, кроме казначейства, здесь размещались городское податное присутствие и сберкасса № 881. В настоящее время это жилой дом. Во дворе этого дома размещается Бюро технической инвентаризации.
Александровская_62	Дом Каменева	многоквартирный жилой дом,памятник архитектуры (истории),объект культурного наследия регионального значения,строение 1872 года	Александровская ул.	62	47.210721	38.929794	33100170	http://wikimapia.org/33100170/ru/%D0%94%D0%BE%D0%BC-%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0	https://sites.google.com/site/istoriceskijtaganrog/italanskij-pereulok/dom-25,https://sites.google.com/site/istoriceskijtaganrog/aleksandrovskaa-ulica/dom-62	klunny	Бывший Дом Каменнова . 
Розы_Люксембург_101		индивидуальный жилой дом,строение 19го века	ул. Розы Люксембург	101	47.20885	38.918766	39362792	http://wikimapia.org/39362792/ru/%D1%83%D0%BB-%D0%A0%D0%BE%D0%B7%D1%8B-%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3-101		klunny	На три окна с левой парадной
Фрунзе_37	Дом основателя кожевенного завода Ивана Лукича	неоклассицизм,памятник архитектуры (истории),строение 1900 года,выявленный объект культурного наследия	ул. Фрунзе	37	47.213093	38.929031	38703080	http://wikimapia.org/38703080/ru/%D0%94%D0%BE%D0%BC-%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B6%D0%B5%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0-%D0%98%D0%B2%D0%B0%D0%BD%D0%B0-%D0%9B%D1%83%D0%BA%D0%B8%D1%87%D0%B0		klunny	Принадлежавший Ивану Лукичу с начала 20 века дом под номером 35а, на углу Варвациевского переулка, вероятно был им и построен на месте ранее существовавшего небольшого полутораэтажного старинной постройки дома на три окна. Эклектичное здание, в облике которого сочетаются элементы классики (русты, строгие наличники окон), ренессанса (пилястры) и излишества барокко (излишне декорированная пластика поверхности поля стены). Фасад асимметричный, угловая часть скруглена, украшена полуколоннами и богатой лепкой. Центральная часть имеет 4 колонны, поддерживающие треугольный антаблемент с красивой лепниной. Иван Лукич родился на одном из греческих островов Сира в 1848 году, там же получил первоначальное образование и закончил его в Швейцарии. В 1870-х годах переехал в Санкт-Петербург, где служил у своего земляка, а потом у родственника Петрококино. После женитьбы на Марии Ивановне Скараманга осел в Таганроге и принял деятельное участие в делах своего тестя по части хлебного экспорта и управлению кирпичным заводом. Так же состоял агентом Петербургского коммерческого банка, а в 1894 году был назначен директором отделения Санкт-Петербургского учетного коммерческого банка. Это он основал Таганрогский кожевенный завод, который впоследствии стал одним из лучших кожевенных производств в России, работавшего под вывеской «Товарищество Азовского кожевенного производства». В нем Иван Лукич был членом правления и его директором-распорядителем. К закату своей жизни его избрали старостой Греческой церкви. Скончался после непродолжительной болезни 8 декабря 1906 года в три часа дня. После его смерти в 1906 году домовладение перешло в собственность богатого армянского мануфактуриста — купца Серопа (Сергея) Карабашевича (Карповича) Одабашева (Адабашева), владевшего им до 1925 года. Братья Сергей и Илья приехали из Москвы в конце 60-х — начале 70-х годов. В ассортименте продаваемых ими товаров было мужское и женское белье собственного изготовления, галстуки и прочая галантерея. Торговали также бархатными коврами, дорожками, гардинной тюлью и мебельной материей. В феврале-апреле 1918 дом занимал штаб военного комиссара округа. С 1920 здесь находился музей революции и археологический отдел краеведческого музея. В 1930-е особняк был передан санаторию (больница Гордона), но размещался в нем горздравотдел и санстанция. При немецкой оккупации города в 1941 году в крепких подвалах этого дома велись допросы и пытки заключенных с последующим расстрелом. Во время оккупации фашисты поместили в доме одну из своих карательных организаций. После войны здесь вновь был размещен горздравотдел, затем здание стало корпусом Областной физиотерапевтической больницы. В 1980-е оно соединено крытым переходом с главным корпусом. До революции оценивался в 24 000 рублей.
Чехова_71	Дом Саусовского с флигелем	индивидуальный жилой дом,памятник архитектуры (истории)	ул. Чехова	71	47.207374	38.93139	38263620	http://wikimapia.org/38263620/ru/%D0%94%D0%BE%D0%BC-%D0%A1%D0%B0%D1%83%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81-%D1%84%D0%BB%D0%B8%D0%B3%D0%B5%D0%BB%D0%B5%D0%BC	https://sites.google.com/site/istoriceskijtaganrog/cehova-ulica/dom-71	klunny	Одноэтажный домик на четыре окна в конце 1860-х годов принадлежал наследникам купца Григория Саусовского. В конце 1880-х годов дом купил мещанин Василий Кучугуренко, живший в нем до 1925 года. При немцах в 1942 году здесь размещался детский приют номер один. Флигелю надстроен второй этаж
Фрунзе_13	Дом Ликиардопуло	многоквартирный жилой дом,строение 19го века	ул. Фрунзе	13	47.210784	38.932861	38209119	http://wikimapia.org/38209119/ru/%D0%94%D0%BE%D0%BC-%D0%9B%D0%B8%D0%BA%D0%B8%D0%B0%D1%80%D0%B4%D0%BE%D0%BF%D1%83%D0%BB%D0%BE		klunny	Был построен в первой половине 19 века и принадлежал Григорию Ликиардопуло. После его смерти здание по наследству перешло его детям: Ивану, Евгении и Аспазии. В 1910-х годах дом купил мещанин Афанасий Константинович Попандопуло, а с 1916 года им владел дворянин Николай Иванович Демин, скупивший за последние годы несколько домов в районе Греческой улицы. В конце 19 века часть помещений в доме арендовала лечебница Общества таганрогских врачей, где в 1914 году одну из квартир снимала акушерка-фельдшерица Маргарита Ивановна Бондаренко. В 1990-х годах здание капитально перестроено (надстроена мансарда). Дом в два этажа, со срезанным углом. Оценивался в 25 000 рублей
Береговой_9		строение 19го века	Береговой пер.	9	47.203702	38.93002	40733319	http://wikimapia.org/40733319/ru/%D0%91%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%B2%D0%BE%D0%B9-%D0%BF%D0%B5%D1%80-9		klunny	На три окна с правой парадной (заложенной).
Красный_53	Здание дома презрения сирот — жилой дом	исторически значимое место,многоквартирный жилой дом,памятник архитектуры (истории),строение 1892 года	Красный пер.	53	47.206689	38.918524	38224736	http://wikimapia.org/38224736/ru/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B4%D0%BE%D0%BC%D0%B0-%D0%BF%D1%80%D0%B5%D0%B7%D1%80%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B8%D1%80%D0%BE%D1%82-%E2%80%94-%D0%B6%D0%B8%D0%BB%D0%BE%D0%B9-%D0%B4%D0%BE%D0%BC		klunny	(Как особое отделение общества призрения неимущих и помощи нуждающихся) Сиротский приют для детей, оставшихся без всякого присмотра и крова в холеру 1892 года. Лишь только приют был открыт, как в него было помещено 15 мальчиков и 8 девочек, оставшихся сиротами после смерти от холеры их родителей; в следующем году поступило еще 33, из них 24 мальчика и 9 девочек. Хотя с прекращением холеры и миновала надобность в таком приюте, однако же поставленное доброе дело уничтожать не пожелали и не боясь обременять себя лишным добрым делом общество решило сохранить приют для призрения вообще всяких сирот и детей неимущих родителей. Сначала этих сирот при первом удобном случае раздавали в услужение, в лавки, в обучение какому либо ремеслу; но дурное обращение с такими детьми, в особенности со стороны мастеровых, которые более употребляют таких детей для домашней услуги, чем обучают их делу и при этом безпощадно бьют, вызвало доброе и целесообразное желание обучать детей ремеслу в приюте и выпускать их сведущими мастеровыми, которые могут устроить свою судьбу, не будучи испорченными дурным обращением и развращены дурным обществом. Cоветской властью закрыто, национализировано и отдано по жилье.
Тургеневский_3	«Дом Патрико» («Дом Скизерли») — памятник архитектуры	индивидуальный жилой дом,ворота,памятник архитектуры (истории),строение 1840-х годов,объект культурного наследия регионального значения	Тургеневский пер.	3	47.212228	38.936753	26429511	http://wikimapia.org/26429511/ru/%C2%AB%D0%94%D0%BE%D0%BC-%D0%9F%D0%B0%D1%82%D1%80%D0%B8%D0%BA%D0%BE%C2%BB-%C2%AB%D0%94%D0%BE%D0%BC-%D0%A1%D0%BA%D0%B8%D0%B7%D0%B5%D1%80%D0%BB%D0%B8%C2%BB-%E2%80%94-%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA-%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D1%8B		klunny	Двухэтажный дом с полуколоннами в воротах построен по проекту архитектора Патрико в 1840-х годах для жены турецко-подданного, Марии Рафаиловны Ксантопорсовой. Он имел каменный фундамент и железную крышу с парапетом. Во дворовых постройках имелись домовладения Паласовых. В 1860-х годах здание перешло во владение к вдове титулярного советника Надежде Ивковой. В книге И. Краснова «Оборона Таганрога и берегов Азовского моря в 1855 году» упоминается капитан-лейтенант Ивков, которому было поручено командовать батальоном пехоты сформированного из морских чинов. 24 июля его батальон находился «под самым ближним огнем и своей меткой стрельбой успешно отражал нападение вражеского десанта». В конце XIX века дом купил личный почётный гражданин города Василий Власович Скизерли, владевший им до Советской власти. Часть помещения в доме занимало Российское Общество страхования и транспортировки кладей. Здание оценивалось в 12000 рублей. Створки ворот не сохранились.
Греческая_78	Дом Филевского	ворота,дом знаменитости,многоквартирный жилой дом,памятник архитектуры (истории),строение 1840-х годов,объект культурного наследия регионального значения	Греческая ул.	78	47.214433	38.934035	26436155	http://wikimapia.org/26436155/ru/%D0%94%D0%BE%D0%BC-%D0%A4%D0%B8%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE	https://sites.google.com/site/istoriceskijtaganrog/greceskaa-ulica-1/dom-78	klunny	Полутораэтажное здание на ул. Греческой 78, было построено в 1866 году. Дом был построен на средства зубного врача Григория Александровича Вальтера. По его прошению был составлен проект на постройку здания на Греческой улице, 64 (ныне 78). 
Чехова_115	Остаток левой части Александровских рядов	многоквартирный жилой дом,строение 18го века,объект культурного наследия регионального значения	ул. Чехова	115	47.209824	38.921462	38198520	http://wikimapia.org/38198520/ru/%D0%9E%D1%81%D1%82%D0%B0%D1%82%D0%BE%D0%BA-%D0%BB%D0%B5%D0%B2%D0%BE%D0%B9-%D1%87%D0%B0%D1%81%D1%82%D0%B8-%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D1%85-%D1%80%D1%8F%D0%B4%D0%BE%D0%B2		tolikst	Конец XVIII в.,1860-е гг. Памятник архитектуры. Три секции арки.
Гоголевский_34	Салон красоты «Черное и Белое»	парикмахерская,салон красоты,достопримечательность,строение 19го века	Гоголевский пер.	34	47.210703	38.91438	33083991	http://wikimapia.org/33083991/ru/%D0%A1%D0%B0%D0%BB%D0%BE%D0%BD-%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D1%82%D1%8B-%C2%AB%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B5-%D0%B8-%D0%91%D0%B5%D0%BB%D0%BE%D0%B5%C2%BB	http://taganrog.spravker.ru/salony-krasoty/chernoe-i-beloe.htm,http://www.infotaganrog.ru/chernoe-beloe/	klunny	Салон красоты «Черное Белое» работает с 1997 года. Здание на три окна с правой парадной (в место нее окон)
Александровская_84		многоквартирный жилой дом,строение 19го века	Александровская ул.	84	47.214027	38.922506	38185035	http://wikimapia.org/38185035/ru/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F-%D1%83%D0%BB-84		klunny	
Фрунзе_102		магазин,нежилое здание,строение 19го века	ул. Фрунзе	102	47.221869	38.915585	33770388	http://wikimapia.org/33770388/ru/%D1%83%D0%BB-%D0%A4%D1%80%D1%83%D0%BD%D0%B7%D0%B5-102		klunny	Машинный зал. Сетевой и Wi-Fi доступ в Интернет. Копир-центр. А4 цветной копир, принтер, сканер, факс, ламинатор, брошюровщик. Студенческое бюро. Работы на заказ. Набор текста. Профессиональное редактирование, форматирование, предпечатная подготовка документов. Изготовление презентаций. Сервисный центр. Ремонт, настройка ПК и оргтехники. Оцифровка видео. Обновление карт навигаторов. Бронирование номеров отелей в России и за рубежом. Более 190 стран, свыше 300 тыс. отелей. Продажа авиа и жд билетов. Большой выбор международных лоукостеров. Страхование жизни, здоровья, недвижимости, КАСКО, ОСАГО. Торговые лавки на две парадных. В новое время пробита новая дверь (по середине).
